genre,description
 romance ," A killer fails to assassinate his target and attempts to escape from pursuing bodyguards. With the help of a woman he runs into in the hotel, he is able to escape detection by pretending to be a gigolo. Later, he becomes a tenant in her house. Still believing him to be a gigolo, she dislikes him at first. However, they eventually fall in love and he reveals his true past to her. He gives up his life as a killer, but must face one final confrontation from a rival assassin out for revenge."
 horror ," In 1983, a renowned psychiatrist named Eric Forester was granted permission by the Catholic Church to document and prove the validity of demonic possession. He was assigned several different priests, who at the time, were investigating people allegedly possessed by demons. The Church hoped that Dr. Foresters expertise in the field of abnormal psychology would determine the authenticity of each case. The project was later titled The Exorcist Chronicles."
 romance ," Based on the popular BL novel ""Make It Right"", this drama follows the adventures and love lives of high school students. Fuse is a gentle and sensitive boy who is heartbroken because of his girlfriend who cheated on him, so he tries to get over her by getting drunk with his friends at a party. However, he meets his friend Tee there - and ends up sleeping with him that night."
 horror ," Entrepreneur Simon Tyler has purchased a warehouse with intent to turn it into a nightclub. Hiring, ""the best and the brightest"" in the business, he - along with his personal assistant - are holding an energy party to brainstorm ideas for the club when an obscure gypsy curse is accidentally invoked, summoning the evil elemental force of 'Thed Ude' to wreak havoc on the revelers. In the end, only the unsuspecting Pizza Man can save the day, but only if he can overcome the worst day ever in the life of an over-weight, balding, lonely pizza delivery man."
 horror ," Certain electromagnetic frequencies can cause mental disruption in human beings... and now someone has decided to put that to the test on the people of a small town. Used as guinea pigs, the citizens find their lives turned upside down in a terrifying nightmare that will haunt your mind long after the chilling climax."
 romance ," The story of Jane Eyre, the plain quakerish governess is told from her childhood until she arrives at Thornfield Hall to tutor the young Adele. She finds herself intrigued by and attracted to Thornfield's owner, the dark, sardonic (natch) Mr. Rochester. But a dread secret resides in Thornfield Hall."
 horror ," Inspired by the filmmaking work of Ed Wood, this campy 1950's B-movie style film follows a town trying to survive an attack by an ancient evil. It stars former Ed Wood actor Conrad Brooks with an impressive supporting cast including Michael Sheard and Eric Walker of Star Wars, and Lloyd Kaufman of Troma Entertainment. The DVD includes a special tribute to Michael Sheard with Peter Mayhew of Star Wars and director Travis Bowen, shot at the Neil Armstrong First Flight Memorial."
 horror ," The film is a horror film which is based on Bram Stoker's famous novel Dracula. Set in South India, the film shows the arrival of dracula and the series of deaths thereafter. When the secret of dracula opens to a few Mantriks, they set out to search and destroy him but do they succeed in this endeavor forms the story of the film."
 horror , A young woman and her friends returning from helping with hurricane relief efforts in Florida stop in the town of Amityville to check in on her sickly grandmother. There they find all is not well as an ancient witch's spirit permeates the whole place. This evil curse threatens to destroy the descendants of the townsfolk who condemned the witch to death over 300 years ago.
 romance , Lucinda and Daniel start a slow romance just as the worst meteor showers in history rain down on Earth.
 horror ," Deadtime Stories Volume 1: An Anthology film presented by George Romero. Three stories are told. The first is ""Valley of the Shadow"" about woman searching for her missing husband in a remote tribe's land. The second story ""Wet"" is about a man who digs up a mermaid body part and is warned to bury it back the way he found it for his own safety. The third tale, ""House call"", is about a doctor being called to the home of a desperate woman who believes her son is a vampire."
 romance ," This romantic film is about of Vikram and Radha. Though the pair are in love, Radha's father (Vajesang Thakor) does not like Vikram because he is a poor stage programmer (singer), while Vajesang Thakor is rich.So, Vajesang Thakor thinks that Vikram is not a boy who can married with his daughter Radha.When Vikram listen that he is a not a perfect man to marries Radha he loss his confidence.At that time his big brother Suraj gave confidence to him, and finally Vikram get Radha."
 romance ," In their university days, Zhao Mosheng fell in love at first sight with law student He Yichen. Through various incidents where Mosheng ""stalked"" Yichen on campus, Mosheng's cheerful personality charmed Yichen, and they slowly became college sweethearts. When Yichen's foster sister Yimei challenged Mosheng for Yichen's attention, Mosheng turned directly to Yichen for clarification, but did not expect to receive a cold response from him. Mistaking that Yichen and Yimei are a couple, Mosheng followed her father's arrangements and moved to the United States to continue her studies. Seven years later, Mosheng - who is now a professional photographer - returns to China, and coincidentally bumps into the unforgettable Yichen. Since the seven years they broke up, many people stand in the way of these star-crossed lovers: foster-sister Yimei; Mosheng's marriage in United States; the unrelentingly infatuated ex-husband Ying Hui; as well as the financial grudges between the couple's fathers. All these situations continue to affect the two former lovers, but instead, these misunderstandings and challenges give them a better comprehension of the love they have missed over the past seven years."
 romance ," Korean Kim Min-june, while pondering over her recent break-up, bumps her car into American businessman Robin Heiden, who, as luck would have it, is her new boss. Unknowingly she pretends to not speak English, thinking this would be the last she would see of him. Robin Heiden has come to Korea to take over a company and she is convinced that he hates her. Between the obvious sparks, we see a bet emerge, where Min-june dares herself to seduce him and make him apologize for his behavior. Will she succeed in seducing him or will she once again get her heart broken?"
 horror ," 'Red Kingdom Rising' is a fantasy horror film inspired by 'Alice's Adventures in Wonderland'. Troubled young Mary Ann has been tormented her whole life by dreams of a sinister figure called the Red King and his morbid fairytale kingdom. Following the death of her father, Mary Ann returns to her family home where she recalls the childhood stories of the Red King and Alice from 'Alice's Adventures in Wonderland' that her father once read to her. Haunting events and suppressed memories propel Mary Ann through the dark corridors of her parental home into the realms of her nightmares where she must finally confront the Red King and gain closure to her scarred past."
 romance ," 'Tim Trageser' (qv)'s TV drama focuses on a couple whose love passes through a crisis when they start a weekend relationship. Jan and Maria are a young and happy couple, living in the country with their little daughter. When Maria gets the tempting offer to work as chef in a refined Berlin restaurant, Jan confirms her intention to accept. However, they estrange more and more from each other after a short while..."
 horror ," A newly engaged young woman gets into an accident and is disfigured, possibly for life. Her mother discovers an antique mirror to help her recovery but it then begins enacting strange behaviour in her daughter. When an old secret begins unravelling itself, it promises to threaten the life of the daughter and possibly her mother as well."
 horror ," Fuad Ramses and his family have moved from the United States to France, where they run an American diner. Since business is not going too well, Fuad also works night shifts in a museum of ancient Egyptian culture. During these long, lonely nights he is repeatedly drawn to a statue representing the seductive ancient goddess ISHTAR. He becomes more and more allured by the goddess as she speaks to him in visions. Eventually he succumbs to her deadly charms. After this pivotal night, Fuad begins a new life, in which murder and cannibalism become his daily bread. He starts to prepare a ritual FEAST to honor his new mistress, a lavish affair dripping with BLOOD, organs, and intestines of human victims. As butchered bodies are heaped upon the Altar of Ishtar, Fuad slowly slips further into madness, until he is no more than the goddess's puppet; and she thirsts for the blood of Fuad's wife and daughter too..."
 horror ," Clay is a killer. He walks the streets, picking his victims by fate. Behind his madness lies Sam, his father, a man who unknowingly raised a serial killer by filling his child's head with years upon years of evil stories, lies, bitterness, abuse and fear. Now Clay has grown up, and his father's vicious rule over him is headed to a certain end... Several tragedies, years apart, converge into one violent and brutal climax."
 horror ," The original show was called ""Nightmare Late Show"" which was aired from 10 October 1964. From 17 July 1965 the show was re-titled ""Nightmare Late, Late Show"". From 8 March 1969 it was again re-titled to ""Nightmare Theatre"". It was hosted by Jack DuBlon as ""Dr. Cadavarino"". There followed a one-off special ""Farewell Nightmare Theatre"" on 29 October 1977 and a further special ""Dr. Cadaverino's Halloween Special"" on 31 October 1980."
 romance ," The twin cities sport two sweet shop giants in the form of Siva Reddy (K Vishwanath) and Sahadeva Reddy (Kaikala Satyanarayana). Venu (Jr. NTR) is the teenage grandson of Siva Reddy and Siri (Raveena Rajput) is the granddaughter of Sahadeva Reddy. Venu happens to see Siri on the day of Holi and falls in love with her at the first sight. He gets hold of a photograph of her and then uses her photograph to put up a hoarding in Abids area asking her to call up his number. The parents of Siri notice their daughter's portrait on the advertisement of Siva Reddy sweets. The rivalry between Siva Reddy and Sahadeva Reddy intensifies. Siri falls in love with Venu, since she likes the kind of attention he gives to her, as she is a neglected girl in her house. Its elections time and Siva Reddy and Sahadeva Reddy are given MLA tickets from two opposition parties. Siva Reddy and Sahadeva Reddy advises their grandkids not to meet each other till the elections are completed. Venu packs up to Shimla along with his uncle as Siri visits her relative's village. Meanwhile, the parents of Siri try to arrange wedding for her. Fed up with this, Siri travels alone to Shimla in search of Venu. The rest of the story revolves around how the lovers get united and sort out the differences between the families"
 romance ," Ye Xun, a musician, and Huang Da, a small construction business owner, who would not ordinarily cross their paths, met each other when they were at their respective blind dates, from when their lives started to intertwine. However, Xu Zhuo, a man who has a past with Ye Xun, re-entered her life one day. Who will Ye Xun choose?"
 romance ," How accurate are our judgments of each other when you only see the person at work? Kei Tak Tin ""Peter"" (Wong Hei) is a firefighter who became a widower after his wife dies tragically in a car accident and leaves him to raise their young daughter alone."
 romance ," Karmu is a farmer in a village named Uthup and lives with his widowed mother. A village belle named Somu is attracted to him and would like to marry him. Karmu's mom approves of her, but Karmu has a dream of marrying a celestial nymph. He does meet the girl of his dreams, Nanki of Huthu Village, at a fair, and both of them fall in love. Feigning illness, Karmu and his friend, Trithu visit Huthu village and meet Nanki's dad, Vaidraj Mehto, and his son, Jaggu. Thereafter, Karmu would travel frequently to Huthu singing, and dancing on the way, calling out to his beloved. He wants to marry Nanki, but she wants him to approach her dad formally, seek his consent, and then she will marry him. Accordingly, Karmu asks his mother, who agrees to meet with Mehto, but returns back humiliated as Mehto wants Nanki to marry a much richer man. Karmu again travels to Huthu - this time not singing and dancing, but with anger, bloodshot eyes, and a sharpened axe in his hand, to avenge the humiliation of his mom."
 romance ," Manu is the princely heir to the kingdom ruled over now by Ranimaa. He likes to know what his going on, and changes his princely get-up, and dresses up as an ordinary man, and goes around the territory. He meets up with gorgeous Bijli, and both fall in love. When Bijli introduces him to her dad, he identifies himself as Badal. Then he notices that soldiers from his palace are molesting the young women from this community. After his return to the palace, he finds out that the soldiers had been acting on the orders of Kunver Pratap Singh, and he immediately puts a stop to this. This angers Pratap Singh, and he plans to avenge this humiliation, with a plan so devious that will endanger the lives of Manu, the Ranimaa, as well Bijli and the people in her community."
 horror ," Deep in the heart of Las Vegas, Nevada a group of local up and coming escorts become targets for murder! A deranged slasher is on the loose and out for revenge. From the studios that brought you Amerikan Holokaust and Die Die Delta comes a blood-soaked tale about prostitutes who fall victim to a mysterious slasher....."
 romance ," Fotini and Manolis encounter problems in their relationship. Fotini confides in her best friend Eleni her thoughts and feelings for Manolis, while in the same time another person enters the scene. Stamatis, a taxi driver and amateur photographer, discreetly tries to approach Fotini after having accidentaly photographed her during his night shift. However a sudden event will make them face their fears and change their lives for ever..."
 horror ," A visiting actress in Washington, D.C., notices dramatic and dangerous changes in the behavior and physical make-up of her 12-year-old daughter. Meanwhile, a young priest at nearby Georgetown University begins to doubt his faith while dealing with his mother's terminal sickness. And, book-ending the story, a frail, elderly priest recognizes the necessity for a show-down with an old demonic enemy. Accompanied by her 12 year-old daughter Regan, actress Chris McNeil relocates to Washington D.C. where she is filming a movie. Mother and daughter have a good relationship but after a time Regan begins to act strangely. She undergoes various neurological tests but doctors can find nothing to explain her behavior. As Regan's situation reaches crisis proportions - she has to be tied to her bed, swears like a sailor and speaks in tongues - Chris turns to Father Karras, a Roman Catholic priest and psychiatrist to see if an exorcism might be the solution to their problem. Karras is incredulous but the church eventually agrees calling in Father Merrin, who has previously conducted an exorcism and come face to face with the devil. Separated from her actor husband, Hollywood actress Chris MacNeil and her preteen daughter Regan are in Washington DC, where Chris is on an extended location shoot for a movie called ""Crash Course"". They have rented a brownstone in Georgetown as a place to live during the shoot, after which Chris plans to take Regan to Europe until their new house in Los Angeles is constructed. Chris continually hears noises in the middle of the night emanating from the attic, which she assumes is nothing more than a small infestation of rats. Concurrently, Regan, who had been an even keeled child, is showing periodic signs of unusual behavior, such as hyperactivity, swearing, lying and lack of concentration. The GP, Dr. Klein, who can only surmise the symptoms are a manifestation of stress from the separation and temporary move to DC away from her home, diagnoses her condition, solely based on the symptoms, as hyperkinesia. Despite Dr. Klein and other physicians trying to determine and explain Regan's increasingly abnormal and bizarre behavior with scientific theories, Chris begins to believe that there is more at play, especially as Regan's behavior ultimately includes violence and acts of superhuman strength, which can only be classified as other worldly which Regan herself could not have directly caused on her own, such as the rat-less noises in the attic. Despite having no religious convictions, Chris is convinced that since there is some other worldly force overtaking Regan, a course of action is to have that force - the demon - exorcised from Regan's being. Who contacts her is Father Damien Karras - also an M.D. who acts as a psychiatric counselor for the Catholic church - who Chris for whatever reason had been drawn to as a person she has seen in the neighborhood. Father Karras is facing his own crisis of faith upon the recent death of his mother. He needs not only the permission of the church to proceed but also his own faith that whatever he does will help as opposed to hurt Regan. Who the church also sends is Father Lankester Merrin, who may have a better understanding of what has possessed Regan and why it has chosen her, which is necessary to be able to combat it. The questions become whether Fathers Merrin and Karras have a strong enough faith to exorcise the demon and what they are willing to do to achieve their mission. Something beyond evil is happening in a little girl's room. Regan has brutally changed both in the way she looks and the way she acts, with violent outbursts on everyone who comes in contact with her. Her worried mother gets in contact with a priest who comes to the conclusion that Regan is possessed. The top priest who can deal with an exorcism, Father Merrin, is called in to help save Regan from the demon inside her. A movie actress taking up temporary residence in Washington D.C. has her troubles. The script for the movie she's filming seems inadequate. Her ex, who is also the father of her adolescent daughter, Regan, neglects to call the girl on her birthday. And the attic has rats. Meanwhile, Father Karras, a priest and a psychiatrist, is losing his faith; and he's dealing with a sick mother who needs medical care he hasn't the money to provide. Another priest, the old and ailing Father Merrin, has just returned from Iraq with forebodings of evil. These three persons meet when the sweet and cheerful Regan turns foul-mouthed and violent. But her sickness is beyond the reach of a medical doctor or a psychiatrist. What Regan needs is an exorcist."
 romance ," The handsome Ali meets Leyla at the airport, it turns out that Ali is working for Leyla's father. Leyla wants to be close to Ali and becomes his secretary. She prevents Ali's girl friends talking to him. They marry but Ali's ex-lovers give him no rest. Leyla gets jealous. She has a plan and uses their neighbor Abdul Osman, pretending she is attracted to him, yet she tells Osman that she just wants to make her husband jealous. Osman tells Ali that Leyla isn't with him though Leyla tells the opposite! Ali confronts Leyla with Osman and everything turns out to be fake. Ali promises her not to cheat on her and all the problems get settled."
 horror ," A skeptical psychologist returns to the stage where a collective tragedy took place when playing the ouija and her mother was involved. She and her son Julio will be involved in strange events taking starring an ancient ouija board and a band of sinister individuals who are determined to do anything to preserve the precious treasure, which will emerge one of the most powerful evil force."
 horror ," Tom Riley thought he was getting the deal of a lifetime when he bought a house below market value at a Sheriff's sale. He invested every penny he had with the plan of flipping the home for a profit. Once he owned it, however, he noticed strange happenings, all of which were captured on 21 Surveillance Cameras located throughout the home inside and out. At first he thought people were breaking in, but he soon realized he was dealing with something Paranormal."
 romance ," After successful engineer Leonardo Lombardi catches his beloved wife Raiza cheating on him with his best friend Federico, he meets Miranda, who has to give up her medical pediatrician studies in order to help out her family with their financial difficulties. Things get even worse when the family is about to be evicted, when the building's owner, who is actually Leonardo hires Miranda to take care of his two children and ailing grandfather. In spite of his constant mistrust in women, Leonardo soon falls in love with Miranda. But to secure a happy life in future their relationship will has to stand against the wrath of Raiza."
 romance ," Poor but ambitious country girl Hulda arrives in the country's capital and gets a job as a maid for a bachelor Member of Parliament, Judge Soratie. She works hard, never loses her common sense, and starts taking evening classes. Keeping her studies secret from her employer for years, she eventually graduates from the university and becomes candidate in the parliamentary election, stressing women's and working people's rights. Romance with Judge Soratie finally ensues."
 horror ," Cosette is a young woman with a big problem. She's cursed. Demons are after her soul. They track and hunt her. And if that isn't enough, a shadowy criminal mastermind is after something only she can get. Her only luck is finding Klaus, a tough as nails reformed enforcer for the mob on a mission to redeem himself using his skills in small arms and hand to hand combat to save her from the soul sucking monsters and waves of commandos launched against her, but he can only delay the inevitable. One day she comes across a Priest who has the answer. The curse she's under can be broken, but only if she finds two talismans, combines them, and sends them back to the netherworld. Unfortunately they also animate two of the fiercest demons hunting her, and must be cut from their dead corpses. Worse, in the wrong hands they can be made to control other demons, and so are a prize for those who wish to wreak havoc on a world they see as undeserving. It ends in a free-for-all in a literal ghost town as demons, commandos, and the undead converge upon her and Klaus. Either they emerge victorious and free her, or die and have their souls condemned for all eternity."
 horror ," In the movie, a strange crossword puzzle starts circulating amongst Chiri's (Rena Komine) friends, and they soon begin getting murdered one by one in horrifying ways. At night, Chiri can seemingly view their deaths in her dreams, causing her to lose sleep. Depressed and confused, she wanders into an old orphanage where she spent her childhood and uncovers a long-forgotten link to her past that may help her unravel the mysterious and tragic events occurring around her."
 romance ," One day, in his rush to grab hold of a falling kite, Ramesh( Adharvaa) bumps into Priya ( Samantha ), a fashion technology student. In the process, her pendrive falls into his pocket, without either of them realising. The pendrive consists of six months' worth of Priya's project work, and she needed to submit it. Asking the principal for an extension, Priya searches for Ramesh, and finally manages to find him. She thoroughly humiliates him, while he denies the pendrive is with him. After college one day, Ramesh and his friends see Priya on the road. They tease her and infuriate her, eventually leading to her slapping him. A few days later, while Ramesh's mother is washing his pants, she finds the pendrive. Ramesh realises the fault is his, and immediately goes to return the pendrive. Priya is impressed with his attitude, as she expected him to keep the pendrive because she slapped him. This marks the beginning of their friendship. As time passes, Priya and Ramesh become closer. Urged by his friends, Ramesh goes to tell Priya that he loves her. However, while asking for money from his friend Kumar ( Karunaas ), he accidentally takes the condom from Kumar's pocket as well. When Ramesh sees the condom, he tries to hide it from Priya. However, just then, the police arrives, and he is forced to drop it. Priya sees the condom and is shocked. She denies knowing Ramesh, resulting in him being taken to the police station. Ramesh is finally brought home, and refuses to talk to Priya. His friends try to talk to her, but she does not listen. However, when her friend tells her how much Ramesh actually loves her, she is finally convinced. Ramesh had actually bought Priya a grain of rice with her name written on it. Priya thus realises she also loves Ramesh and begins trying to get him to accept her. However, he refuses to accept her as he believes she thinks he is of lower-class. In a subplot, Ramesh witnesses a murder committed by the local gangster Ravi ( Prasanna ). In shock, Ramesh runs away, and eventually trips over an elderly man. The next day, Ravi sends Ramesh to Gujarat as he fears for his safety. A few days later, the deceased's son appears in the Commissioner's office with the elderly man, who claims he can identify the boy who ran into him. Apparently, the deceased is an ex-MLA, and the Commissioner decides to deal with the matter himself. The Inspector warns Ravi and his gang, implying to them that the witness should be killed. Meanwhile, Priya receives a call from her mother telling her that her father is going for surgery and asks her to return to the US. Priya tells Ramesh that she will be waiting at the bus stop the next day, at the same place where they first met. If he loves her, he would come. The next day, eventually being coaxed by Kumar, Ramesh goes to see her. On the way, Ravi tries to kill him, but his conscience gets the better of him. However, he also knows there is another goon in the same bus as Priya waiting to kill Ramesh. Ramesh manages to stand in front of Priya, and they hold hands for a while. Ramesh then slips off the steps and is run over by the bus. His mother, friends and Priya mourn his death while the goon who was supposed to kill him slips away. The movie ends with Priya in a car, looking at the grain of rice that has her name on it which Ramesh presented to her for her birthday."
 romance ," Times change - the characters change. But how often do we return to the brave and noble musketeers, to D'Artagnan and Cyrano de Bergerac, playing on stage or in life. The protagonist is the eighth-grader Petya Kopeikin, ""the notorious hooligan"" - according to the expression of the teacher, breaks the school play ""Cyrano de Bergerac"" because he does not like the appointment of classmate-upstart Fyodor Lastochkin for the role of Cyrano. From this event begins the story of ""a la Cyrano"" between Kopeykin and Lastochkin."
 romance ," Prakash lives a wealthy lifestyle in Chandan Nagar along with his sister, Mala, and widowed mom. While traveling by train, Mala meets with an accident and is hospitalized. Also hospitalized are Kailash, Motilal, and a woman who has lost her memory after being molested by Kailash. Prakash and Mala decide to take this woman with them, they call her Jyoti, and after overcoming many objections from their pious Hindu mother, Prakash weds Jyoti, while Moti, who lives with his parsimonious father, Dhanpath Rai, weds Mala. Shortly thereafter Jyoti gives birth to Raju. On Raju's 3rd birthday, Jyoti goes to invite Mala and Dhanpath to his birthday party, but disappears from their lives. Prakash searches high and low, as well as lodges a missing persons' report with the Police - to no avail. Then a year later, while attending a wedding in Poona, Prakash comes across Jyoti, who now calls herself Bela, and is a dancing/singer courtesan. It looks like Jyoti has regained her memory, but is unable to recall her life with Prakash and even her son, Raju. When Prakash attempts to bring her home, he is faced with 3 hurdles, namely his very own mother, who will never permit a courtesan to enter her household; brothel madame Champabai, who refuses to let go of Bela; and Bela herself - who steadfastly refuses to accompany Prakash as his wife."
 horror ," ""Although hundreds of disturbing paranormal events occur every year, most of these chilling encounters go unreported - until now. Bear witness as hapless victims experience the unspeakable terror of confronting demonic forces, murderous poltergeists and other evil entities that are dead set on claiming their souls. Descend into an abyss of waking nightmares as these bloodthirsty, malevolent spirits seek to possess their prey and drag them-kicking and screaming-down to hell."""
 romance ," Il film č una versione comica ed un po' demenziale de ""I Promessi Sposi"" di Alessandro Manzoni. E' tutto cinema di parodia : Don Rodrigo č timido e pauroso e deve essere spinto dai Bravi ad avvicinare Lucia ; Fra Cristoforo si esibisce in un brano rock ; i Bravi picchiano Don Abbondio e cosě via. Nel finale vediamo Agnese, Renzo, Lucia e Fra Cristoforo su di una barca traballante allontanarsi e salutare il pubblico."
 horror ," The citizens of the southern town Pleasant Valley lure six Yankee tourists into town where they are to be the reluctant guests for the centennial celebration of the day a band of renegade Union troops decimated the town. The town then participates in events, a different event for each of the tourists, in which the tourist is dispatched. One couple begins to suspect something and seeks a way to escape. It's 1965 and the residents of Pleasant Valley, Georgia are celebrating their centennial and they divert six tourists to their town. There, the unsuspecting six are treated as guests of honor but in fact will soon be the victims. The centennial the town is celebrating is its own destruction at the hands by a group of Union soldiers during the Civil War and their goal is revenge. One by one, they kill their guests of honor until only two remain. They flee but can't quite convince the police to help them."
 romance ," For some, the lives we have are not always the lives we wanted. For Joe, a small time guy from the small time town of Sandwich, Illinois, his has not even come close - until now. Faced with death and having recently met the girl of his dreams, Claire, Joe has to find a way to live the life of passion he'd always wanted, and he has to do it fast. Journey with Joe towards the great beyond, not half as imaginative as the path he's finally forged here on Earth. Ride with him as he's forced to figure out the meaning of life that he won't have time to live. With the help of his best friend, Frank, and his brilliant, if not terrified mother, Sarah, Joe will finally learn to live, love, and explore beyond his wildest dreams. And we'll get to watch one man's journey unfold, from the first day of the rest of his life on."
 horror ," Dr. Bernard Adrian is a kindly mad scientist who seeks to cure a young woman's polio. He needs spinal fluid from a human to complete the formula for his experimental serum. Meanwhile, a vicious circus ape has broken out of its cage, and is terrorizing towns people."
 romance ," Isay's family owns a restaurant known for grilled specialties - Verci's Grill, named after her mother. Verci is very talented and passionate in cooking-traits she passed on to her daughter, Isay. Tom, Isay's father is a cheerful and loving man of the house. Being the eldest, Isay helps her mother in preparing and cooking for their eatery. She is also a very caring sister to her two younger siblings.Things take a drastic turn when Verci gets sick and passes away, and their once successful business starts to decline. Despite this, they still continue to sell grilled street foods in their local market and join cooking contests to get by. When Isay's cooking skills get noticed by one of the chef judges, she then gets offered a ticket to participate in a Barbecue Cook-Off in Manila. Though she initially hesitates in accepting this opportunity, her fervent dream of getting her family out of poverty, pushes her to give it a try. Through some twists of fate, Isay meets Aston and Dean, and soon finds herself entangled in a complicated love triangle with them."
 romance ," It was love at first sight. When Mongolian Princess Meili ('Sheng Li (IV)' (qv)) arrives in Beijing with her father, a Mongolian Prince, Prince Jingxuan ('Mickey He' (qv)) of the Qing Dynasty saves her from falling. They part ways without learning each other's names. Meili and her father visit the Grand Empress Dowager ('Yin-Tze Pan' (qv)) in the palace, and the Grand Empress Dowager takes an immediate liking to Meili."
 horror ," An old man who lives in an old house conducts a correctional institute for girls. But he does not realize that the date is the present as he's been cooped up in the house. He is assisted by a matron who likes to get the girls into trouble and present them in front of the old man who thinks he is the law and passes out punishment. Afterwards the girls are tied to a cross and whipped. Meanwhile the matron's son falls in love with a girl at a party and brings her to the house. An insane couple take over the operation of an old jail and seek out, abduct, and punish young women who they believe have escaped proper justice. A beautiful young French model becomes their latest victim and must attempt escape or face an almost certain death."
 romance ," 26-year-old Hachiko Hojo works as a train attendant on a Romance Car, but doesn't have the self-confidence for a romance of her own. An encounter with a thief sends Hachiko on a journey to find her estranged mother and herself among the tourist attractions of Hakone, Kanagawa Prefecture."
 horror ," When a man is tired of London, he is tired of life. ""Why, Sir, you find no man, at all intellectual, who is willing to leave London. No, Sir, when a man is tired of London, he is tired of life; for there is in London all that life can afford."" There is an energy about London. An intangible abstract force that pervades you upon arrival, and follows you on departure, silently but potently beseeching you to return. The energy is addictive. For many, this addiction can be used to sculpt a lifestyle most would dream of; tapping into the city's treasure chest of opportunity and potential, catching a glimpse perhaps of the vast wealth that flows through the cities coffers from every corner of the world. This sense of possibility allures tens of thousands of bright young things every year. For others, this 'London' is an idea that is never realised. The energy becomes a disease; an affliction in which one is made perpetually aware that they have not been so well served by London's prosperity. In a city where everything is possible, those darkest things are too equally inescapable. Drugs, crime, poverty. During the 2012 Olympics, many were not so keen for this London to be broadcast to the world. Homeless were shifted from popular areas, the streets made squeaky clean as the world watched, politicians smiling at cameras with plastic grins. Life is complex, complicated and baffling. If one city could tell the story of the world which would you choose? There are numerous contenders. This is about one in which 300 languages are spoken, one which has ruled half the world, one which stood alone against a Fascism that had swept all of Europe. This is a city that has not been invaded for almost a thousand years. This is a story of London. It is not 'the' story, because such a thing does not exist in a city that hums on the heartbeats of 8 million souls. This is London in a Dream."
 romance ," Sometimes, lasting love can be found right in your own back yard; sometimes, it is a sign from Heaven. But over the Internet? Hm mm! Whatever, love finds a way in this quirky romantic comedy that pits an overzealous newspaper editor against a community of brotherly love."
 romance ," Hyun-woo is a weather reporter known for her stunning looks and class on television. In real life, however, she's a boozehound who can shatter any preconceived notions of her in the blink of an eye. Dong-jin is the married producer Hyun-woo loves. Hyo-bong is a young photographer who falls for Hyun-woo at first sight. At the center of it all is her childhood friend and schoolteacher Jun-su, who has a deep and long simmering love for Hyun-woo. The ""love story"" of her life now unfolds as she juggles three relationships with three men of different personalities."
 romance ," You mention any good usual love story and it will have all the usual emotions of love, longing, pain, quest and sacrifice. But the moment you mention Heer Ranjha, the word 'eternal' is pre fixed to all these emotions eternal love, eternal longing, eternal quest and eternal sacrifice. Time is perhaps the ultimate test of greatness and it is a testimony to the enduring appeal of the story of Heer Ranjha that it continues to be a dearly loved part of the collective and individual memory of millions across the world even after almost 300 years. Even today, people across cultures and languages read and sing about the love story of these two star crossed souls. Many a lover has invoked the names of Heer Ranjha to sanctify his love and to express the immeasurable depth of his feelings for his beloved. Such is the reverence and affection that this story has earned from the people that it is no longer a story but has become a metaphor, a symbol of pure and eternal love. Our film Heer Ranjha is an attempt to capture on celluloid the eternity of this metaphor."
 horror ," A mysterious serial killer is killing several female co-eds on and off a college campus in Oklahoma and the only clues are gold medallions left by the bodies. A grizzled police detective sets out to find the killer, but is unaware that all the killings are connected to a Satanic cult. The detective, Ron, turns from the hunter to the hunted when he sees that no one around him can be trusted, not even his own daughter."
 horror ," Dr. Elson Po is one of the world's most famous wine growers. He has a magic potion which has kept him handsome and alive during the centuries. However, lately the magic which rejuvenates him seem to be less and less effective. As a side project he make movies and invites a group of young, aspiring actors to his private island for a party, believing that the young, handsome actress Jezebel can be his new source of life."
 romance ," The president's daughter, Yoon Jae-hee (Jun Do-yeon) is a Korean diplomat in Prague. She has only recently recovered from a devastating break up five years earlier with Ji Young-woo (Kim Min-joon), the son of a prominent Korean businessman."
 horror ," In the middle of the woods, three cannibalistic brothers slowly eat away at their living victim to survive the coming winter. When the victim escapes and the brothers chase her down, Jed the eldest falls into one of their bear traps, severing his foot. His younger siblings Edith and Drayton abandon the pursuit of their prey to aid him. Realizing they just lost their food for the season, they look down at their fallen brother and his foot with hungry eyes as he begs for his life. In the middle of the woods, three cannibalistic brothers slowly eat away at their living victim to survive the coming winter. When the victim escapes and the brothers chase her down, Jed the eldest falls into one of their bear traps, severing his foot. His younger siblings Edith & Drayton abandon the pursuit of their prey to aid him. Realizing they just lost their food for the season, they look down at their fallen brother and his foot with hungry eyes as he begs for his life."
 romance ," Shining Star is an ensemble piece that centers on Alex Cash, a gifted athlete who is bisexual and is diagnosed with HIV after being selected to play professional basketball overseas. He keeps this secret from everyone he loves. He meets a young actress-singer who falls in love with him and is the last one to find out about his secret and sexual orientation. Writer/Director Cassandra Riddick makes her feature-length debut in a film about friendship, love and forgiveness. It's an intimate look into the life of this young man who life is changed forever when he test positive for HIV."
